COMMAND,GID,PWD,TTY,UID,USER,"_raw","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",euid,eventtype,from,home,host,index,linecount,name,punct,rhost,shell,source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype",timeendpos,timestartpos,tty,uid,user
,,,,,,"2026-03-04T02:48:03.146511+00:00 ip-172-31-88-245 sshd[5017]: Failed password for testuser from 35.150.52.148 port 65047 ssh2","2026-03-04T02:48:03.146+0000",2,4,48,march,3,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:03.143800+00:00 ip-172-31-88-245 sshd[5016]: Failed password for testuser from 35.150.52.148 port 64820 ssh2","2026-03-04T02:48:03.143+0000",2,4,48,march,3,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:03.132629+00:00 ip-172-31-88-245 sshd[5018]: Failed password for testuser from 35.150.52.148 port 63890 ssh2","2026-03-04T02:48:03.132+0000",2,4,48,march,3,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:03.132488+00:00 ip-172-31-88-245 sshd[5010]: Failed password for testuser from 35.150.52.148 port 64347 ssh2","2026-03-04T02:48:03.132+0000",2,4,48,march,3,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:03.128501+00:00 ip-172-31-88-245 sshd[5019]: Failed password for testuser from 35.150.52.148 port 63967 ssh2","2026-03-04T02:48:03.128+0000",2,4,48,march,3,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:03.128394+00:00 ip-172-31-88-245 sshd[5009]: Failed password for testuser from 35.150.52.148 port 64795 ssh2","2026-03-04T02:48:03.128+0000",2,4,48,march,3,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:03.124228+00:00 ip-172-31-88-245 sshd[5021]: Failed password for testuser from 35.150.52.148 port 64987 ssh2","2026-03-04T02:48:03.124+0000",2,4,48,march,3,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:03.041384+00:00 ip-172-31-88-245 sshd[5014]: Failed password for testuser from 35.150.52.148 port 64979 ssh2","2026-03-04T02:48:03.041+0000",2,4,48,march,3,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:03.040748+00:00 ip-172-31-88-245 sshd[5013]: Failed password for testuser from 35.150.52.148 port 63564 ssh2","2026-03-04T02:48:03.040+0000",2,4,48,march,3,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:02.969630+00:00 ip-172-31-88-245 sshd[5008]: Failed password for testuser from 35.150.52.148 port 65252 ssh2","2026-03-04T02:48:02.969+0000",2,4,48,march,2,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:00.975149+00:00 ip-172-31-88-245 sshd[5020]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:00.975+0000",2,4,48,march,0,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):__;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:00.974660+00:00 ip-172-31-88-245 sshd[5015]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:00.974+0000",2,4,48,march,0,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):__;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:00.973268+00:00 ip-172-31-88-245 sshd[5017]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:00.973+0000",2,4,48,march,0,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):__;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:00.973154+00:00 ip-172-31-88-245 sshd[5011]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:00.973+0000",2,4,48,march,0,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):__;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:00.967284+00:00 ip-172-31-88-245 sshd[5016]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:00.967+0000",2,4,48,march,0,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):__;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:00.956373+00:00 ip-172-31-88-245 sshd[5018]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:00.956+0000",2,4,48,march,0,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):__;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:00.954177+00:00 ip-172-31-88-245 sshd[5009]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:00.954+0000",2,4,48,march,0,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):__;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:00.954053+00:00 ip-172-31-88-245 sshd[5010]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:00.954+0000",2,4,48,march,0,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):__;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:00.948147+00:00 ip-172-31-88-245 sshd[5021]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:00.948+0000",2,4,48,march,0,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):__;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:00.947912+00:00 ip-172-31-88-245 sshd[5019]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:00.947+0000",2,4,48,march,0,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):__;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:00.864374+00:00 ip-172-31-88-245 sshd[5013]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:00.864+0000",2,4,48,march,0,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):__;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:00.857236+00:00 ip-172-31-88-245 sshd[5014]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:00.857+0000",2,4,48,march,0,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):__;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:00.792852+00:00 ip-172-31-88-245 sshd[5008]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=35.150.52.148  user=testuser","2026-03-04T02:48:00.792+0000",2,4,48,march,0,wednesday,2026,0,0,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_(:):__;_=_=_=_=_=_=...__=","35.150.52.148",,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,ssh,0,testuser
,,,,,,"2026-03-04T02:48:00.389306+00:00 ip-172-31-88-245 sshd[3502]: drop connection #10 from [35.150.52.148]:64323 on [172.31.88.245]:22 past MaxStartups","2026-03-04T02:48:00.389+0000",2,4,48,march,0,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:___#__[...]:__[...]:__",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:00.389235+00:00 ip-172-31-88-245 sshd[3502]: error: beginning MaxStartups throttling","2026-03-04T02:48:00.389+0000",2,4,48,march,0,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:_:___",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:00.083845+00:00 ip-172-31-88-245 sshd[5006]: Disconnected from authenticating user testuser 35.150.52.148 port 65103 [preauth]","2026-03-04T02:48:00.083+0000",2,4,48,march,0,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:______...___[]",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
,,,,,,"2026-03-04T02:48:00.083638+00:00 ip-172-31-88-245 sshd[5006]: Received disconnect from 35.150.52.148 port 65103:11: Bye Bye [preauth]","2026-03-04T02:48:00.083+0000",2,4,48,march,0,wednesday,2026,0,,,,,"victim-machine","victim-machine-logs",1,,"--::.+:_----_[]:____...__::___[]",,,"/var/log/auth.log",auth,"ip-172-31-84-63",,,,32,0,,,
